#OTU ID	CZ.MB96	CZ.MB83	CZ.MB119	CZ.MB43	CZ.MB9	CZ.MB14	CZ.MB84	CZ.MB97	CZ.MB3	CZ.MB106	CZ.MB76	CZ.MB18	CZ.MB38	CZ.MB125	CZ.MB12	CZ.MB117	CZ.MB121	CZ.MB11	CZ.MB56	CZ.MB67	CZ.MB134	CZ.MB129	CZ.MB82	CZ.MB33	CZ.MB10	CZ.MB91	CZ.MB13	CZ.MB87	CZ.MB112	CZ.MB90	CZ.MB57	CZ.MB89	CZ.MB75	CZ.MB132	CZ.MB19	CZ.MB80	CZ.MB31	CZ.MB105	CZ.MB108	CZ.MB79	CZ.MB93	CZ.MB70	CZ.MB42	CZ.MB20	CZ.MB69	CZ.MB122	CZ.MB118	CZ.MB113	CZ.MB27	CZ.MB136	CZ.MB124	CZ.MB39	CZ.MB7	CZ.MB29	CZ.MB16	CZ.MB86	CZ.MB126	CZ.MB58	CZ.MB44	CZ.MB102	CZ.MB34	CZ.MB135	CZ.MB99	CZ.MB60	CZ.MB92	CZ.MB114	CZ.MB71	CZ.MB68	CZ.MB45	CZ.MB59	CZ.MB130	CZ.MB77	CZ.MB116	CZ.MB40	CZ.MB17	CZ.MB123	CZ.MB23	CZ.MB24	CZ.MB94	CZ.MB5	CZ.MB2	CZ.MB22	CZ.MB128	CZ.MB30	CZ.MB35	CZ.MB115	CZ.MB104	CZ.MB54	CZ.MB107	CZ.MB103	CZ.MB78	CZ.MB53	CZ.MB55	CZ.MB41	CZ.MB32	CZ.MB64	CZ.MB85	CZ.MB95	CZ.MB133	CZ.MB66	CZ.MB61	CZ.MB73	CZ.MB110	CZ.MB4	CZ.MB37	CZ.MB65	CZ.MB100	CZ.MB50	CZ.MB88	CZ.MB111	CZ.MB28	CZ.MB109	CZ.MB8	CZ.MB25	CZ.MB36	CZ.MB26	CZ.MB120	CZ.MB63	CZ.MB6	CZ.MB98	CZ.MB21	CZ.MB62	CZ.MB52	CZ.MB127	CZ.MB46	CZ.MB49	CZ.MB47	CZ.MB72	CZ.MB48	CZ.MB101	CZ.MB131	CZ.MB51	CZ.MB1	CZ.MB81
NR_029160.1 Ruminococcus callidus strain ATCC 27760 16S ribosomal RNA gene, partial sequence	67	81	3	1	571	832	420	7	444	105	299	181	314	77	78	182	29	759	19	1	188	921	510	80	85	3395	693	14	2304	814	39	5662	0	101	4	1373	31	29	29	1258	8370	2	2757	47	102	0	2	543	213	84	222	634	401	16	3	19	41	1666	0	1652	641	2	244	3402	4720	435	16	3414	230	480	23	7	131	215	3	1	141	16	5	0	220	0	171	217	598	373	435	9	0	314	134	34	12	44	16	15	19	1	15	1	815	152	490	20	254	738	103	209	390	74	894	47	7	15	466	238	21	631	9	2	48	432	405	20	23	59	34	0	11	232	272	401	81	105
NR_028997.1 Subdoligranulum variabile strain BI 114 16S ribosomal RNA gene, partial sequence	36	9	81	50	379	29	413	63	85	268	40	126	95	4	65	88	63	13	56	42	641	0	90	68	2	414	8	144	179	77	41	117	1	291	242	89	102	5	25	40	426	230	61	60	30	42	1	434	86	16	39	283	14	9	15	36	2	927	13	36	241	20	13	124	46	66	53	133	22	28	571	1501	204	12	42	105	0	4	217	34	9	12	0	128	64	236	151	23	23	78	1185	19	80	37	57	147	18	11	3	6	473	26	3110	5	139	45	8	6	347	73	19	169	6	11	142	128	66	291	3	25	2	138	72	18	1	12	310	4	47	8	5	14	29	1
NR_028964.1 Clostridium colicanis strain 3WC2 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_028975.1 Corynebacterium tuberculostearicum strain Medalle X 16S ribosomal RNA gene, complete sequence	2	2	0	1	0	0	0	2	0	0	4	1	0	0	3	1	1	1	2	3	0	1	1	0	1	1	1	2	0	2	2	0	0	0	0	2	1	1	2	2	1	1	1	0	0	0	0	0	1	1	2	1	0	1	1	0	0	0	0	1	2	0	2	1	0	1	1	2	0	0	0	0	0	0	1	1	0	0	0	2	0	1	1	0	1	1	1	1	1	4	1	1	0	0	1	0	1	0	0	1	1	2	1	0	0	1	0	0	1	0	1	2	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0
NR_029097.1 Oribacterium sinus strain AIP 354.02 16S ribosomal RNA gene, partial sequence	2	145	159	0	1071	76	1733	0	55	498	98	0	123	185	70	3	0	154	309	34	1550	141	158	211	76	613	112	616	238	674	348	1102	13	335	2	1635	336	66	774	1	879	0	1	1654	0	0	42	95	260	314	157	202	433	217	89	82	209	1050	257	168	358	189	456	134	315	54	946	108	275	7	77	336	695	2	101	1788	114	179	382	76	62	87	365	985	94	88	169	101	59	134	273	75	323	211	253	181	222	140	43	57	42	374	1069	220	41	2	358	82	938	125	94	691	109	0	84	817	481	79	360	176	190	32	242	245	674	0	751	239	321	0	0	63	316	23
NR_029085.1 Lactobacillus saerimneri strain GDA154 16S ribosomal RNA gene, partial sequence	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029042.2 Pseudomonas lini strain DLE411J 16S ribosomal RNA gene, partial sequence	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
NR_029148.1 Prevotella veroralis strain ATCC 33779 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029335.1 Holdemania filiformis strain J1-31B-1 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NR_029239.2 Clostridium chartatabidum strain 163 16S ribosomal RNA gene, partial sequence	1	58	0	9	1	146	120	58	118	96	0	0	3	1	5	1	205	4	199	0	1	0	47	0	13	375	3	1	1	1333	4	2	0	169	0	101	19	43	94	0	181	3	68	0	2	24	0	14	28	1	0	49	21	26	1	2	0	3	0	64	0	0	0	0	26	0	0	0	2	1	0	0	1	0	0	0	0	0	0	16	11	1	0	44	30	20	387	17	24	101	0	43	98	0	6	0	17	0	1	0	28	0	1	47	287	0	0	45	20	29	25	3	0	1	22	25	0	4	11	0	1	3	30	0	0	0	0	0	0	1	1	0	166	4
NR_029188.1 Oxalobacter formigenes strain OXB 16S ribosomal RNA gene, partial sequence	13	0	0	25	38	0	0	52	0	0	4	8	0	0	0	0	16	0	0	0	12	4	0	3	0	0	0	3	0	0	4	0	0	0	6	0	0	0	0	1	0	30	14	7	3	15	0	0	0	4	0	0	0	0	0	0	0	12	0	0	12	0	0	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	26	0	0	5	10	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029199.1 Burkholderia xenovorans strain LB400 16S ribosomal RNA gene, partial sequence	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029207.1 Megasphaera elsdenii strain LC 1 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NR_029315.1 Anaerofilum agile strain F 16S ribosomal RNA gene, partial sequence	5	0	1	1	0	0	0	4	0	0	1	12	10	0	1	6	4	0	0	0	0	0	0	1	0	10	0	2	4	3	0	4	0	1	4	0	0	0	0	9	16	10	2	0	5	0	0	0	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	3	1	0	3	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0	5	0	0	1	0	1	0	0	0	0	5	0	0	0	1	2	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0
NR_029263.1 Clostridium intestinale strain Catt39 16S ribosomal RNA gene, partial sequence	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	4	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
NR_029248.1 Tyzzerella nexilis strain DSM 1787 16S ribosomal RNA gene, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0
NR_029325.1 Schwartzia succinivorans strain S1-1 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	109	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	3	0
NR_041960.1 Blautia luti strain BInIX 16S ribosomal RNA gene, complete sequence	296	85	92	137	315	130	817	201	26	405	166	291	263	1102	46	16	238	119	152	18	133	730	62	486	66	135	72	85	1289	375	158	499	18	392	448	243	224	376	388	4	702	199	215	1626	68	152	59	135	118	552	508	600	48	59	29	111	930	203	571	31	403	3012	3157	246	194	489	642	107	800	374	282	683	302	11	38	2570	144	142	178	3	45	652	599	315	402	1794	89	47	107	52	892	101	247	230	75	232	73	109	13	31	304	730	91	80	43	5	564	234	250	483	38	180	86	0	36	252	137	1095	12	106	331	838	105	2029	132	1	794	810	380	2	1	41	31	7
NR_029355.1 [Clostridium] methylpentosum strain R2 16S ribosomal RNA gene, partial sequence	15	19	4	24	10	19	17	18	3	8	14	20	1476	0	517	3	16	138	9	1	0	0	0	9	11	582	101	10	121	7	22	131	0	15	47	1	5	7	4	53	300	42	16	0	16	10	2	83	1	0	0	20	2	22	2	0	0	4	0	3	3	1	0	46	15	1	0	57	1	28	23	27	1	5	5	0	0	0	0	9	2	0	1	23	1473	38	1	14	3	1	120	15	14	26	3	1	20	0	2	0	380	0	1	14	120	8	0	0	8	79	4	93	0	3	29	3	233	81	9	0	0	5	3	0	0	11	1	0	8	3	9	5	2	5
NR_029351.1 Facklamia sourekii strain SS 1019 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_029337.1 Enterococcus asini strain AS2 16S ribosomal RNA gene, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036786.1 Clostridium botulinum strain ELTDK 103 16S ribosomal RNA gene, complete sequence	0	4	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	5	6	1	0	0	0	0	0	0	1	4	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	2	0	5	2	0	1	0	2	0	0	0	0	0	0	5	0	0	0	0	1	0	0	3	0	4	0	0	0	3	1	0	0	0	2	0	0	2	0	0	0	7	1	1	0	0
NR_036777.1 [Ruminococcus] torques strain VPI B2-51 16S ribosomal RNA gene, partial sequence	4	2	0	0	0	11	3	3	0	0	0	1	4	1	8	0	0	2	0	0	0	1	0	0	5	30	2	0	13	10	0	15	0	2	1	0	0	0	0	1	48	5	7	1	2	2	0	24	0	0	0	31	1	1	0	0	0	0	1	0	0	2	3	9	4	1	0	1	5	11	3	2	0	0	0	2	0	0	2	0	0	1	0	3	7	7	0	0	0	0	22	0	0	0	0	0	0	0	0	0	132	1	0	0	24	1	0	0	0	9	0	0	0	0	5	1	0	52	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0
NR_029360.1 Lactobacillus perolens strain L532 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_041307.1 Bacteroides intestinalis strain 341 16S ribosomal RNA gene, partial sequence	85	17	0	33	0	0	0	172	0	1	3	59	0	0	0	0	131	0	453	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	19	1	455	4	70	4656	0	436	75	2	193	81	1	1	0	3	0	1	37	1	0	31	0	0	1	1	0	2	0	1	1	0	13	1	0	0	2	2	0	0	0	6	0	3	0	3678	0	1	0	1	0	0	0	0	1	0	22	0	69	0	1052	0	6	0	12	1	1	1	0	0	0	0	0	1	0	1	0	15	10	1240	0	0	0	1	4	2	0	0	0	0	0	660	1	0	1	1005	532	0	0	0
NR_037085.1 Raoultella terrigena strain 84 16S ribosomal RNA gene, partial sequence	0	0	0	1	0	0	0	0	0	0	545	0	0	81	0	10	0	0	3	1	0	5	0	0	0	1	0	0	0	1	0	0	14	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	47	105	0	0	0	0	0	2	0	24	0	0	75	62	1	0	0	60	12	64	0	87	153	0	15	0	8	1	1	0	3	0	185	42	0	0	0	0	0	0	0	120	0	0	570	1	0	0	9	0	0	1	39	0	0	0	19	344	2	0	0	0	1	0	31	0	0	1	0	0	154	4	0	0	24	0	0	96	192	77	2	2	0	0	0
NR_036821.1 Olsenella profusa strain D315A-29 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	1	0	0	0	0	0	18	118	17	0	0	6	0	0	1	95	0	1	1	41	3	0	582	38	0	22	16	0	1	2	0	0	0	5	52	0	0	3	0	0	0	170	0	26	42	32	0	1	0	2	82	0	25	3	0	55	26	196	4	55	1	0	28	22	1	4	0	0	1	4	15	4	0	0	0	18	39	0	31	55	2	0	0	3	3	1	0	0	0	0	0	0	0	0	425	8	0	1	21	0	22	0	0	16	0	1	0	0	33	0	0	49	0	1	163	41	0	46	24	0	2	20	2	1	6	0	0	0
NR_036820.1 Olsenella uli strain ATCC 49627 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	1	0	0	6	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	6	1	0	0	0	0	5	0	3	0	0	13	0	10	0	3	0	0	3	0	0	1	0	0	0	2	4	1	0	0	0	3	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	3	1	0	2	0	1	0	0	0	0	0	0	0	1	2	0	5	0	0	14	3	0	0	4	0	0	2	0	0	0	0	0	0
NR_036928.1 [Clostridium] hathewayi strain 1313 16S ribosomal RNA gene, partial sequence	470	128	7	233	1353	6	135	225	52	27	18	247	117	4	24	60	82	129	85	6	1614	1	35	99	13	111	56	42	21	17	38	110	0	49	147	1011	48	34	44	27	50	406	292	5	199	145	2	32	66	11	4	118	46	294	19	18	3	517	4	77	1044	17	9	7	353	10	9	167	8	30	8	13	0	23	10	17	3	0	3	3	51	2	3	92	143	25	42	17	35	125	28	150	27	88	59	6	96	13	8	12	42	1	264	249	34	24	1	16	119	20	44	152	2	1	13	94	2	51	57	2	0	44	47	6	2	1	17	4	18	5	9	42	90	9
NR_036854.2 Bifidobacterium boum strain RU917 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	11	0	0	0	0	0	15	0	1	0	0	4	4	0	0	0	0	0	2	0	0	1	0	0	0	3	1	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	7	2	0	1	7	0	0	0	0	0	0
NR_036904.1 Staphylococcus epidermidis strain Fussel 16S ribosomal RNA gene, partial sequence	8	2	5	1	5	0	3	5	0	4	3	4	5	3	5	7	2	4	6	1	2	1	6	4	0	5	0	1	13	5	3	3	6	0	2	6	2	2	4	3	10	4	10	1	1	2	3	9	2	1	3	2	1	0	1	1	0	3	2	12	3	4	0	2	3	2	0	1	3	3	1	1	2	1	1	4	3	1	1	1	2	3	0	3	1	4	4	2	2	5	7	0	10	1	6	2	5	1	0	2	8	1	4	4	1	1	2	2	5	2	5	4	0	6	1	5	1	2	2	2	1	5	4	5	1	2	3	3	1	2	4	1	1	2
NR_036901.1 Staphylococcus chromogenes strain CBCC 1462 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
NR_036857.1 Bifidobacterium ruminantium strain Ru 687 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	3	0	0	0	0	2	6	0	0	0	2	0	6	0	0	0	0	0	0	5	4	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	5	6	0	1	2	6	0	0	0	0	0
NR_036856.1 Bifidobacterium pullorum strain B 145 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	12	0	7	0	0	7	3	0	0	0	0	0	2	0	0	0	0	0	0	1	2	2	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0	0	1	2	0	0	0	1	0	0	0	0	0
NR_036897.1 Staphylococcus auricularis strain WK 811M 16S ribosomal RNA gene, partial sequence	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_036905.1 Staphylococcus hyicus strain D. Sompolinsky no. 1 16S ribosomal RNA gene, partial sequence	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0
NR_036912.1 Selenomonas ruminantium subsp. lactilytica strain JCM 6582 16S ribosomal RNA gene, partial sequence	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	1	0	0	0	1	0	18	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	37	13	0	1	0	0	1	7	1	8	0	0	6	8	0	0	0	2	1	2	0	0	0	0	0	0	1	25	8	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	5	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	4	0	0	0	0	0	1
NR_036906.1 Staphylococcus simulans strain MK 148 16S ribosomal RNA gene, partial sequence	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NR_036920.1 Gemella cuniculi strain M60449/99/1 16S ribosomal RNA gene, partial sequence	11	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_037068.1 [Clostridium] xylanolyticum strain DSM 6555 16S ribosomal RNA gene, partial sequence	86	1	3	8	5	2	18	25	3	15	20	34	5	1	4	2	21	3	15	7	8	2	2	2	2	12	2	4	17	8	0	9	3	20	22	29	23	6	39	2	25	36	16	5	28	10	0	11	1	1	4	39	24	5	8	4	2	4	6	1	5	5	4	8	2	6	8	23	9	16	3	3	6	1	1	13	1	0	8	2	2	4	1	12	6	12	2	6	6	3	11	7	25	11	4	1	8	3	6	1	44	6	4	6	8	1	4	1	4	5	3	1	0	0	3	5	1	25	1	2	0	18	1	8	1	0	6	0	5	0	10	3	1	0
NR_037058.1 Azoarcus tolulyticus strain Tol-4 16S ribosomal RNA gene, partial sequence	0	15	3	0	0	0	6	0	1	5	0	0	41	0	3	9	0	0	50	3	0	1	0	16	0	7	0	32	0	2	33	0	0	1	0	5	26	2	20	0	14	0	0	0	0	0	6	1	0	3	0	31	52	9	4	27	0	0	0	21	0	0	0	14	1	1	0	44	0	0	7	5	2	9	2	0	0	0	1	5	0	0	0	3	0	3	0	10	10	0	0	6	29	30	18	14	26	5	6	7	11	0	0	7	49	5	0	0	0	0	0	154	0	0	5	8	3	8	47	5	0	0	0	0	0	0	6	0	0	0	0	0	0	0
